,Unnamed: 0.1,Unnamed: 0,tweet,label,sorgu tipi,tweetUrl,like,user,date,polarity,subjectivity,sentiment
39,39,39,"midnight minute pg13 action, suspense, drama (joe parker) (mark andrews) jake austin walker (peter andrews) after getting back from a long trip with two brothers that live nearby (vin diesel) decides to take a dive into his pool to cool off from...",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Hollywood12341/status/1534897831336615936,0,https://twitter.com/Hollywood12341,2022-06-09 13:58:54+00:00,0.10727272727272727,0.32999999999999996,positive
40,40,40,no one: absolutely nobody: me: just smooch already sung kang's character and vin diesel's character from fast furious. fastandfurious sungkang vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ShipperBot/status/1533477178431754240,0,https://twitter.com/ShipperBot,2022-06-05 15:53:44+00:00,0.2,0.75,positive
41,41,41,day 11 of posting jokes until is released what kind of fuel does the iron giant run on? vin diesel. irongiant warnerbrothers multiversus supaman vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Vivarojo96/status/1532919288843014144,3,https://twitter.com/Vivarojo96,2022-06-04 02:56:53+00:00,0.3,0.95,positive
42,42,42,business idea: cleaning business called m. clean. logo is a picture of vindiesel in a white t-shirt marketing campaign that every year one member will be randomly drawn to have vin diesel personally clean their home.,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/goodyard3/status/1530644008535326720,0,https://twitter.com/goodyard3,2022-05-28 20:15:44+00:00,0.05833333333333335,0.4750000000000001,positive
43,43,43,grow up please. vin diesel vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/CrewMartini/status/1529490741285773314,0,https://twitter.com/CrewMartini,2022-05-25 15:53:03+00:00,0.0,0.0,neutral
44,44,44,tom cruise :- mission impossible vin diesel :- fast and furious film science physics ho ya na ho inka name he khafhi ha box office ka liya missionimpossibledeadreckoning missionimpossible7 tomcruise fast10 vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MuksidulAmin3/status/1528734797324881920,0,https://twitter.com/MuksidulAmin3,2022-05-23 13:49:12+00:00,-0.2333333333333333,0.8,negative
45,45,45,"kiss when, vin diesel's character and tyrese gibson's character from fast furious? fastandfurious vindiesel tyresegibson",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ShipperBot/status/1525057700719099904,0,https://twitter.com/ShipperBot,2022-05-13 10:17:44+00:00,0.2,0.6,positive
46,46,46,watching sonic 2 bring vin diesel and the rock dispute as reference joke is funny as hell  sonicthehedgehog sonicmovie2 therock vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/StEvIe_Alo/status/1521802009862713344,2,https://twitter.com/StEvIe_Alo,2022-05-04 10:40:47+00:00,0.25,1.0,positive
47,47,47,"in light of news at to why left fastx, i think vindiesel’s turning into stevenseagal, and i think we should be thankful for for exposing vin diesel for what he is: a narcissistic, egotistical, manipulative, and self-obsessed with a god complex.",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/fuhrmanator1995/status/1521184952309534720,0,https://twitter.com/fuhrmanator1995,2022-05-02 17:48:49+00:00,0.03333333333333335,0.3666666666666667,positive
48,48,48,didn’t know vin diesel has had gay rumours for decades. i’m free,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ethxhope/status/1519434195843563520,0,https://twitter.com/ethxhope,2022-04-27 21:51:56+00:00,0.4083333333333333,0.6916666666666667,positive
49,49,49,"i think with justin lin leaving fast 10 while filming,it's about time we get vin diesel the director,becoz believe me or not he's calling the shots,it would just be official. .... fastx movies vindiesel funny",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/robh2844/status/1519195383401902080,3,https://twitter.com/robh2844,2022-04-27 06:02:59+00:00,0.225,0.8,positive
50,50,50,"vin diesel says fast 10 will be titled ""fast x""... i'm boycotting this movie until the title is changed to ""fast 10 your seatbelts"" fastx vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/the_barbanter/status/1516914512607203330,2,https://twitter.com/the_barbanter,2022-04-20 22:59:37+00:00,0.20000000000000004,0.6,positive
51,51,51,when the fast and the furious series ends…will vin diesel be released from his curse? fast10 vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/mikedavidallen/status/1516858533270237185,3,https://twitter.com/mikedavidallen,2022-04-20 19:17:10+00:00,0.2,0.6,positive
52,52,52,gonna need a new vin diesel song before summer to get the boys going,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/MITCHLAVALLEE/status/1514062341976907779,3,https://twitter.com/MITCHLAVALLEE,2022-04-13 02:06:06+00:00,0.13636363636363635,0.45454545454545453,positive
53,53,53,has anyone told that he could do a super great izek strazni cosplay? it has nothing to do with the fact that our dnd party nicknamed izek 'necrotic vin diesel' at all... just wondering....?,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/AnnarchyX/status/1513786456669495301,0,https://twitter.com/AnnarchyX,2022-04-12 07:49:50+00:00,0.5666666666666667,0.7083333333333333,positive
54,54,54,with the gas prices going up vin diesel just changed his name legally to vin regular gasprices vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/SalomeZuniga_/status/1512542744186605574,0,https://twitter.com/SalomeZuniga_,2022-04-08 21:27:46+00:00,0.1,0.13846153846153847,positive
55,55,55,"the fact that dominic toretto from fast9 can beat up vin diesel's ray garrison's ""bloodshot"" should tell you everything! sorry but got the better diesel an i ain't talking that ""sour""",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/elvampido57/status/1507809040704933893,0,https://twitter.com/elvampido57,2022-03-26 19:57:43+00:00,-0.05000000000000001,0.5333333333333333,negative
56,56,56,"follow up on my last tweet vin diesel last movie “bloodshot.” is a sci-fi overlong over special effect cgi piece of shit. it was torture watching this mess. how so much time, money and effort could be wasted like this is almost incomprehensible. vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/perrygreenber13/status/1505334448350547969,0,https://twitter.com/perrygreenber13,2022-03-20 00:04:34+00:00,-0.0025510204081632642,0.2685374149659864,negative
57,57,57,"*driving home from preschool in our suv* oz: “mom, can you make the car drift?!” me: “like ?” oz: &lt;very seriously&gt; “mom, who is vin diesel?”  boymom fastandfurious hotwheels ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ErinSandersNP/status/1504244767214944263,14,https://twitter.com/ErinSandersNP,2022-03-16 23:54:34+00:00,0.0,0.0,neutral
58,58,58,"all i know, is that vin diesel would be so proud of the batmobile thebatman",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ShowoffSwagga/status/1502902364935647240,1,https://twitter.com/ShowoffSwagga,2022-03-13 07:00:21+00:00,0.8,1.0,positive
59,59,59,"john wick in fast 10, vin diesel make it possible. fastsaga vindiesel keanureeves.",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/80_mma/status/1498310700279771141,0,https://twitter.com/80_mma,2022-02-28 14:54:42+00:00,0.1,0.8,positive
60,60,60,"it is the year 15,606. it's the trial of the century, as vin diesel is put on trial for the brutal murder of joe rogan. in other news, skynet sends a t-1000 from the future to kill blake shelton. joerogan vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/tomorrowbot2/status/1495335128591175690,1,https://twitter.com/tomorrowbot2,2022-02-20 09:50:51+00:00,-0.3333333333333333,0.5,negative
61,61,61,we all agree michdiesel (michelle rodriguez's character and vin diesel's character) is the nicest ship from fast furious. fastandfurious michellerodriguez vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ShipperBot/status/1493381478092259329,0,https://twitter.com/ShipperBot,2022-02-15 00:27:44+00:00,0.2,0.6,positive
62,62,62,"f9 vindiesel memes familyman vin diesel is superhero, he is the familyman!!!! ",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ruler_tom/status/1491352288811954177,0,https://twitter.com/ruler_tom,2022-02-09 10:04:28+00:00,0.0,0.0,neutral
63,63,63,what about vin diesel as lex luthor and nicolas cage as superman? superman lexluthor vindiesel nicolascage,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/RamsesTMagnum/status/1488230675220086785,0,https://twitter.com/RamsesTMagnum,2022-01-31 19:20:17+00:00,0.0,0.0,neutral
64,64,64,"after vindiesel has completed the ff canon, he should consider working with levin/fernando, the sharknado guys. no, not for small-budget tv movies, for developing a super-fun innovative original major big-ticket franchise, it's vin diesel. and, he's a great developer himself.",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/lee_and_mopsey/status/1488038414037528579,1,https://twitter.com/lee_and_mopsey,2022-01-31 06:36:18+00:00,0.434375,0.75,positive
65,65,65,"""feel like i do"" by vin diesel weekend on demand at 6:56pm",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/kfaiplaylist/status/1487590945520500741,0,https://twitter.com/kfaiplaylist,2022-01-30 00:58:14+00:00,0.0,0.0,neutral
66,66,66,"bloodshot was very good,lots of action, good fast pace, interesting concept. over all i liked it. vin diesel as eye candy wasn't bad either  bloodshot vindiesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/JessDelDiaz/status/1483264444251750404,0,https://twitter.com/JessDelDiaz,2022-01-18 02:26:15+00:00,0.2285714285714286,0.5095238095238096,positive
67,67,67,"when you go to the movies with your whole family, it's a different experience. for some reason, it's something that you're all doing together and you take away something special in that. by : vin diesel experience vindiesel experiencequotes quotes quote inspiration quote",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/current_capsule/status/1480629251216867329,0,https://twitter.com/current_capsule,2022-01-10 19:54:56+00:00,0.18571428571428572,0.5238095238095238,positive
68,68,68,"vin diesel, lose petrol",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/yaquta03/status/1477353919026118656,5,https://twitter.com/yaquta03,2022-01-01 18:59:56+00:00,0.0,0.0,neutral
69,69,69,dwayne johnson vs vin diesel. who you got? dwaynejohnson vindiesel fastandfurious,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/alikhaneats/status/1476645865490198597,4,https://twitter.com/alikhaneats,2021-12-30 20:06:23+00:00,0.0,0.0,neutral
70,70,70,is the whole vin diesel vs the rock feud just a faux publicity stunt — (kinda like andy kaufman vs jerry lawler type situation) — or do you think they really hate each other’s guts? therock vindiesel fastandfurious fast10,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/RamasScreen/status/1476638973422452740,0,https://twitter.com/RamasScreen,2021-12-30 19:39:00+00:00,-0.2416666666666667,0.5583333333333333,negative
71,71,71,i'm a huge vindiesel and fan. huge. but fastandfurious is all vin diesel and the og crew. no need to beg any1!,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/munieka_d_trapo/status/1476613585753317381,0,https://twitter.com/munieka_d_trapo,2021-12-30 17:58:07+00:00,0.45000000000000007,0.9,positive
72,72,72,how much money would a vin diesel vs. dwayne johnson boxing match bring in?,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/SoftButtCheeks/status/1476582089726300161,0,https://twitter.com/SoftButtCheeks,2021-12-30 15:52:58+00:00,0.2,0.2,positive
73,73,73,dwayne johnson refused vin diesel’s invitation to rejoin ‘fast furious’ news360 dwaynejohnson fastandfurious cnn actor vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/officialnews360/status/1476448672237899781,2,https://twitter.com/officialnews360,2021-12-30 07:02:49+00:00,0.2,0.6,positive
74,74,74,"""if you're gonna catch a felony, we do it as a family."" -vin diesel",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/TheyHateMe/status/1472720376698478592,1,https://twitter.com/TheyHateMe,2021-12-20 00:07:54+00:00,0.0,0.0,neutral
75,75,75,one of the cars and vin diesel's character from fast furious getting together would be positively outstanding! fastandfurious car vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ShipperBot/status/1471424802598625281,0,https://twitter.com/ShipperBot,2021-12-16 10:19:45+00:00,0.4125,0.7375,positive
76,76,76,imagine vin diesel recording a song.. vindiesel. .,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/iam_Ramzz/status/1468343905716420611,0,https://twitter.com/iam_Ramzz,2021-12-07 22:17:22+00:00,0.0,0.0,neutral
77,77,77,"tragedies in life are always followed by life’s blessings if you just stay open and have faith,"" vin diesel. quotes quotesaboutlife quotestoliveby quotestagram vindiesel qotd dailyquotes dailyquote thursdaythoughts thursdaymotivation thursdayvibes thursdaythought",,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/monnerat_clara/status/1466435486768115712,0,https://twitter.com/monnerat_clara,2021-12-02 15:53:59+00:00,0.0,0.5,neutral
78,78,78,i mean it’s still day 1 but i feel it’s important i make sure has the best chance of seeing this post before we moon the price on him. vin diesel needs a for one reason and one reason only. he has never turned his back on famorie.,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/Marrowless459/status/1465174860729098244,7,https://twitter.com/Marrowless459,2021-11-29 04:24:43+00:00,0.26458333333333334,0.6460648148148148,positive
79,79,79,i literally googled vin diesel images to make sure that he has eyebrows. lookin' out for ya,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/jamcualardera/status/1464297439918051332,0,https://twitter.com/jamcualardera,2021-11-26 18:18:09+00:00,0.5,0.8888888888888888,positive
80,80,80,what is the best vin diesel movie? toastingtheclassics fastandfurious fastandfurious9 vindiesel,,"""vindiesel"" ""vin diesel"" lang:en -filter:links -filter:replies""",https://twitter.com/ractivenuisance/status/1463284848785707011,0,https://twitter.com/ractivenuisance,2021-11-23 23:14:29+00:00,1.0,0.3,positive
